user_id,item_id,rating
364072,550,10
364072,552,10
364072,561,10
364072,16375,8
364072,16377,10
364072,16379,10
364072,62154,10
404518,510,10
404518,16370,3
404518,233779,10
404518,233780,10
404551,510,10
404551,512,10
406672,510,10
410910,510,10
284295,510,10
284284,510,10
284284,511,10
284284,512,10
411491,510,4
412509,510,10
413144,510,10
413144,512,10
80571,510,10
224395,510,10
164839,510,10
164839,512,10
164839,7626,10
164839,7628,10
239866,510,10
239866,125621,6
239866,233779,10
239866,233780,10
284350,510,10
284350,512,9
284350,733,7
284350,7626,8
284350,7627,1
284350,7628,10
284350,52609,5
429938,510,10
429146,510,10
459584,510,10
459584,512,10
459702,510,10
459702,512,10
459702,545,10
459702,43457,10
459702,43458,10
459702,43459,10
459702,43460,10
459702,43461,10
459702,43462,10
459702,43463,10
459702,43464,10
459702,43465,10
459702,43466,10
459702,66848,10
459702,66849,10
459702,66850,10
459702,66851,10
459702,66852,10
459702,66853,10
459702,66854,10
459702,183716,2
460964,510,10
460964,526,10
460964,528,4
460964,7626,10
461069,510,10
461069,7104,10
461069,7628,10
456130,512,1
294740,510,10
294740,813,10
294740,16366,10
294740,43457,10
294740,43458,10
465344,510,10
465384,510,10
465384,7627,10
467558,510,9
244499,510,10
478592,510,6
478592,512,4
478592,738,7
478592,46761,7
481940,510,10
428176,510,10
428176,16366,10
428176,16367,9
482862,510,10
482862,545,10
482862,918,10
482862,936,10
482862,12653,10
482862,12655,10
482862,12656,10
482862,12657,10
482862,12658,10
482862,12659,10
482862,12660,10
482862,43457,10
482862,43458,10
482862,43459,10
482862,43460,10
482862,179314,8
482862,181489,10
488359,510,10
488359,911,1
489462,510,9
489487,510,10
489487,43457,10
489487,45205,10
489487,182546,10
489487,183716,10
489573,510,8
489573,7104,2
490115,510,1
490982,510,10
490982,913,4
490667,510,10
491608,510,2
251627,510,2
251627,16366,2
251627,16368,4
251627,16370,1
492963,510,10
492963,913,1
492963,43457,10
492963,45205,10
492963,179314,10
492963,179316,10
492963,181489,10
492963,182545,10
492963,182546,10
492963,182547,10
492963,183710,10
492963,183712,10
492963,183714,10
492963,183716,10
496060,510,10
496060,512,10
498541,510,10
498541,512,10
498541,7626,10
498541,7627,10
493859,510,10
493859,511,9
499247,510,10
322262,510,10
322262,733,10
322262,45042,10
322262,181492,10
322262,183710,10
494102,510,10
494102,512,8
494102,918,10
494102,936,9
494102,16366,10
494102,16367,10
494102,16368,10
494102,16369,9
494102,16370,10
494102,43457,10
494102,179314,10
494102,179316,10
494102,181489,10
494102,181492,10
494102,182546,10
494102,183716,10
502991,510,10
502991,911,10
502991,920,10
502991,921,10
502991,934,10
502991,45042,10
502991,45043,10
502991,148388,10
502991,148389,10
502991,182545,10
503713,510,10
504051,510,10
504051,911,10
504051,920,10
504051,7626,10
504051,7627,10
504051,7628,10
504051,43457,10
488134,43457,10
488134,182546,10
488134,183716,10
502596,510,10
502596,512,2
502596,7627,10
502596,7628,2
504459,510,10
504459,43457,10
465202,512,2
505655,510,10
505655,512,10
505655,925,10
505655,935,10
505741,510,10
506219,510,10
506219,511,10
506219,512,10
506219,513,10
506219,514,10
506219,515,10
506219,516,10
506219,7828,4
506219,16366,10
506219,16367,10
506219,16368,10
506219,16369,10
506219,16370,10
506219,16371,10
506219,16372,10
506219,16373,10
506219,16374,10
506219,16375,10
506219,16376,10
506219,16377,10
506219,16378,10
506219,16379,10
506219,16380,10
506219,16381,10
506219,16382,10
506219,16383,10
506219,16384,10
506219,16385,10
506219,16386,10
506219,16387,10
506219,16388,10
506219,16389,10
506219,16390,10
506219,16391,10
506219,32564,10
506219,62142,10
506219,62148,3
506219,161397,10
506219,161399,10
506231,510,10
510203,510,10
512249,510,10
493618,510,10
493618,183716,7
512922,510,10
512922,512,10
512922,16366,10
530378,510,10
530378,512,10
533072,510,10
533164,510,10
510788,510,1
510788,511,2
510788,7626,10
534018,510,10
534456,510,10
534456,512,10
533683,510,10
533683,913,10
533683,925,3
533683,62140,10
533683,62142,6
533683,62149,7
533683,84715,4
533683,156435,8
533683,194559,3
535922,510,10
535922,892,10
535922,913,10
535922,918,10
535922,925,10
537825,510,10
537825,735,10
537825,7828,10
537825,7829,10
537825,31980,10
537825,32564,9
537825,38544,10
537825,38545,10
537825,38546,10
537825,38547,10
537825,38548,10
537825,38549,10
537825,38550,10
537825,38551,10
537825,38552,10
537825,38553,10
537825,38554,10
537825,38555,10
537825,38556,10
537825,38557,10
537825,38558,10
537825,43102,10
537825,43457,10
537825,43458,10
537825,43459,10
537825,43460,10
537825,43461,10
537825,43462,10
537825,43463,10
537825,43464,10
537825,43465,10
537825,43466,10
537825,43468,10
537825,43469,10
537825,43470,10
537825,43471,10
537825,43472,10
537825,43473,10
537825,43474,10
537825,43475,10
537825,43476,10
537825,43477,10
537825,43478,10
537825,43479,10
537825,43480,10
537825,43481,10
537825,43482,10
537825,43483,10
537825,43484,9
537825,43485,9
537825,43696,10
537825,45040,10
537825,45041,10
537825,45161,10
537825,45162,10
537825,45163,10
537825,45164,10
537825,45165,10
537825,45166,10
537825,45167,10
537825,45205,10
537825,45206,10
537825,45207,10
537825,45208,10
537825,45209,10
537825,45210,10
537825,45211,10
537825,45212,10
537825,45213,10
537825,45214,10
537825,45215,10
537825,45216,10
537825,45217,10
537825,45218,10
537825,45219,10
537825,45220,10
537825,45221,10
537825,45223,10
537825,45224,10
537825,45225,10
537825,45226,10
537825,45227,10
537825,45229,10
537825,45230,10
537825,45231,10
537825,45232,10
537825,45233,10
537825,45234,8
537825,64247,10
537825,64256,10
537825,66848,10
537825,66849,10
537825,66850,10
537825,66851,10
537825,66852,10
537825,66853,10
537825,66854,10
537825,66855,10
537825,66856,10
537825,80481,10
537825,126659,10
537825,126661,10
537825,126663,10
537825,128685,10
537825,128691,10
537825,148391,10
537825,150399,10
537825,150401,10
537825,150402,10
537825,150405,10
537825,155009,10
537825,161362,10
537825,161427,10
537825,179314,9
537825,181489,10
537825,181492,10
537825,182545,10
537825,182546,10
537825,182547,10
537825,183712,10
537825,183714,9
537825,183716,10
537825,194559,10
537825,244660,10
537486,510,10
537486,545,10
537486,7104,10
537486,7105,10
537486,43457,10
537486,45205,10
537486,182546,10
537486,183710,10
537486,183712,10
537486,183714,10
537486,183716,10
545083,510,10
545083,512,9
545083,887,8
545083,936,10
545083,1935,10
545083,16366,10
513333,510,10
513333,892,10
513333,84715,10
549586,510,9
550570,510,10
550723,510,10
534052,510,9
534052,16366,10
534052,16367,10
554556,510,10
554556,512,2
554556,913,10
554556,919,1
551380,510,10
74358,510,10
563179,510,10
563179,16366,7
563179,183710,3
563179,183712,10
563179,183714,10
563179,183716,8
563179,321922,10
567208,510,10
567208,43457,10
567208,45205,10
567208,179314,10
567208,179316,10
567208,181489,10
567208,181492,10
567208,182545,10
567208,182546,10
567208,182547,10
567208,183712,10
567208,183714,10
567208,183716,10
567208,183716,2
568702,510,10
568702,7626,1
568702,43457,10
568702,43461,10
568702,43481,10
568702,66852,10
568702,117891,10
569565,510,10
566748,510,10
566748,887,10
566748,892,10
566748,897,10
566748,40525,10
566748,64207,10
566748,126654,10
566748,126656,10
566748,126657,10
566748,126658,10
566748,126659,10
566748,126663,10
575161,510,10
575161,43457,10
575161,45205,10
575161,181489,10
575161,181492,10
575161,182546,10
575161,183710,10
575161,183712,10
575161,183716,10
555284,510,10
577171,510,10
568716,510,10
568716,513,10
568716,38544,10
568716,38545,10
568716,38546,10
568716,38547,10
568716,38548,10
568716,38549,10
568716,38550,10
568716,38551,10
568716,66848,10
568716,66849,10
568716,66851,10
568716,66853,10
568716,66854,10
568716,66855,10
568716,66856,10
568716,150399,10
568716,194559,10
568716,233779,10
568716,304187,10
579891,510,10
579891,512,10
579891,43457,10
579891,182546,10
579891,183716,10
581009,510,10
582219,510,10
582219,512,10
582219,526,10
582219,535,10
592627,510,10
592627,16366,10
592627,16367,10
592627,43457,10
592627,45205,10
592627,64247,10
592627,64248,10
592627,64251,10
592627,64252,10
592627,64253,10
592627,64254,10
592627,179314,10
592627,182545,10
592627,182546,10
592627,182547,10
592627,183710,10
592627,183714,10
592627,183716,10
592627,194559,10
592627,233779,10
592627,233780,10
592627,312322,10
592627,312324,10
592627,312325,10
592627,328058,10
602419,510,10
608559,510,10
608559,514,10
606976,510,10
606976,511,10
606976,512,10
580934,510,9
580934,1927,10
580934,52615,7
580934,194559,10
580934,291933,10
580934,291934,10
580934,291935,10
580934,291936,10
580934,291937,10
580934,291938,10
580934,312322,10
580934,312324,10
580934,312325,10
224456,511,7
224456,733,10
224456,813,10
224456,7680,10
224456,12659,10
224361,511,10
268173,511,7
261940,511,2
261940,512,10
261940,32022,10
261940,38549,9
261940,43457,10
304135,511,1
304135,823,1
304135,43457,1
284288,511,10
284288,512,10
284288,7626,10
284330,511,1
284330,7680,3
284330,16381,3
544668,511,10
544668,126663,10
224349,512,4
139434,512,4
288548,512,1
234474,736,10
234474,7628,4
293691,512,10
296362,512,10
296362,16377,1
364076,512,10
402627,512,1
402627,552,1
402627,561,2
402627,16377,2
403297,512,4
403297,738,10
406894,512,4
467347,512,2
263192,512,9
263192,527,9
482175,512,10
493458,512,7
503825,512,5
503825,527,4
503825,886,1
402682,512,4
402682,16375,10
402682,16377,10
511948,512,10
547027,512,9
556570,512,10
576089,43457,10
576089,233779,10
576089,233780,10
576089,237390,5
545300,512,10
604849,512,10
604849,514,10
604849,516,10
604849,528,4
604849,4403,10
604849,4404,10
604849,4409,10
278162,513,10
278162,790,10
282970,513,10
200212,513,10
200212,515,6
200212,38547,2
200212,43457,10
200212,43467,8
200212,43481,10
284337,529,10
284337,734,2
284337,768,10
284337,15256,10
284337,15257,2
284337,15257,1
284337,15258,10
284337,15259,10
284337,65425,10
284337,65426,10
284337,65431,10
284337,65432,10
284337,65433,10
284337,128692,10
537638,513,10
537638,919,8
537638,925,10
537638,4404,7
537638,4405,10
537638,4407,10
537638,16366,10
537638,16367,9
537638,32564,4
537638,66848,5
537638,182545,10
537638,194559,10
535916,514,10
588749,514,10
588749,516,10
588749,161397,2
296689,515,10
296689,16377,10
296689,16390,10
545551,515,10
545551,622,10
545551,1944,5
545551,32022,10
545551,32023,10
545551,32024,10
545551,32025,10
545551,32026,10
545551,32027,10
545551,32028,10
545551,32028,1
545551,32029,10
545551,32030,10
545551,32031,10
545551,32032,10
545551,32033,10
545551,32034,10
545551,32035,10
545551,32036,10
545551,32037,10
545551,62140,10
545551,62141,10
545551,62144,10
545551,62154,10
545551,179314,10
545551,182545,10
545551,183714,10
297798,526,10
297798,62141,3
304419,526,10
304909,527,1
491291,526,6
603002,526,7
603002,925,10
603002,941,10
266244,527,10
266244,733,10
266244,734,5
266244,31956,10
295716,527,9
295716,32022,10
295716,32023,10
295716,32024,10
490113,527,1
490113,733,2
490113,738,10
490113,819,10
490113,181489,10
490113,181492,10
546297,527,6
546297,936,3
497651,527,10
497651,733,10
497651,117891,10
497651,182545,10
3928,528,10
536461,528,10
551437,528,1
551437,124664,9
551437,124665,10
582221,528,10
608098,530,3
588915,533,2
672,538,10
672,815,10
672,7105,10
284287,538,10
284287,733,10
284287,734,10
284287,735,10
284287,736,10
284287,737,10
284287,738,10
284287,739,10
284287,741,10
284287,742,10
284287,743,10
284287,744,10
284287,745,10
284287,746,10
284287,747,10
284287,748,10
284287,749,10
284287,751,10
284287,752,10
284287,753,10
284287,754,10
284287,755,10
284287,756,10
284287,757,10
284287,758,10
284287,759,10
284287,760,10
284287,761,10
284287,762,10
284287,764,10
284287,765,10
284287,766,10
284287,769,10
284287,770,10
284287,771,10
284287,772,10
284287,773,10
284287,774,10
284287,775,10
284287,776,10
284287,777,10
284287,778,10
284287,779,10
284287,780,10
284287,781,10
284287,782,10
284287,783,10
284287,784,10
284287,785,10
284287,786,10
284287,787,10
284287,788,10
284287,789,10
284287,790,10
284287,791,10
284287,792,10
284287,65425,10
284287,65426,10
284287,65427,10
284287,65428,10
284287,65429,10
284287,65430,10
310552,538,3
267604,545,10
268899,545,9
275908,545,10
276296,545,10
276296,763,4
276296,52609,2
188767,558,3
245892,545,4
174528,545,3
174528,733,10
174528,737,10
174528,738,10
174528,739,6
174528,7626,10
287664,545,10
274455,545,2
274455,815,5
274455,816,4
274455,818,10
274455,819,8
274455,821,2
274455,822,2
274455,823,5
274455,827,7
274455,829,2
274455,830,6
274455,831,3
274455,832,3
274455,833,2
274455,834,3
274455,835,2
274455,836,2
274455,837,1
274455,838,1
274455,839,1
274455,842,1
274455,844,1
274455,846,1
274455,847,1
274455,848,1
274455,851,1
274455,852,1
274455,854,1
108551,545,6
108551,733,10
108551,734,10
108551,735,10
108551,736,10
108551,737,9
108551,738,10
108551,739,8
296089,545,10
259390,545,10
259390,546,10
259390,547,10
259390,548,6
259390,549,10
259390,550,10
259390,551,10
259390,552,10
259390,553,10
259390,554,10
259390,555,10
259390,556,10
259390,557,10
259390,558,10
259390,559,10
259390,561,10
259390,7104,10
259390,7105,10
259390,7106,10
259390,7107,10
259390,7108,10
259390,7109,10
259390,7110,10
259390,7111,10
259390,7112,10
259390,7113,10
259390,7114,10
259390,7115,10
259390,7116,10
259390,7117,10
259390,7118,9
259390,7119,10
259390,7120,10
259390,7121,10
259390,7122,10
259390,16365,10
259390,16366,10
259390,16367,10
259390,16369,10
259390,16370,10
259390,16371,10
259390,16372,10
259390,16373,10
259390,16374,10
259390,16375,10
259390,16376,10
259390,16377,10
259390,16378,10
259390,16379,10
259390,16380,10
259390,16381,10
259390,16382,10
259390,16383,10
259390,16384,10
259390,16385,10
259390,16386,10
259390,16387,10
259390,16388,10
259390,16389,10
259390,16390,10
259390,16391,10
297764,545,10
297764,7104,10
297764,7105,10
297764,7106,10
304562,545,5
304562,546,1
304562,549,10
304562,556,1
304562,734,2
304562,4403,4
304562,4405,2
304562,4406,6
307145,545,2
308359,545,10
309894,545,10
307775,545,10
381604,545,10
412039,545,10
188744,545,10
188744,546,9
188744,52609,10
460967,545,10
460967,291933,9
460967,291937,10
474611,545,10
474611,733,10
479094,545,4
487923,545,10
493450,545,8
493450,7626,3
493450,7627,1
533190,545,10
604620,545,3
487801,546,10
606992,550,10
606992,62149,10
130811,736,10
130811,757,10
130811,758,2
130811,801,10
130811,831,10
130811,849,10
130811,878,2
130811,300236,8
130811,300237,10
224562,615,10
224562,12659,10
224562,43457,10
295494,615,10
295494,622,10
295494,3310,10
295494,3312,10
295494,3313,10
295494,7626,10
295494,7627,10
295494,7628,10
295494,7629,10
295494,7630,10
295494,7631,10
295494,7632,10
295494,7633,10
295494,7634,10
295494,7635,10
295494,7636,10
295494,7637,10
295494,7638,10
295494,7639,10
295494,7640,10
295494,7641,10
295494,7642,10
295494,7643,10
295494,7644,10
295494,7645,10
295494,7646,10
295494,7647,10
295494,7648,10
295494,7649,10
295494,7650,10
295494,7651,10
295494,7652,10
295494,7653,10
295494,7654,10
295494,7655,10
295494,7656,10
295494,7657,10
295494,7658,10
295494,7659,10
295494,7660,10
295494,7661,10
295494,7662,10
295494,7663,10
295494,7664,10
295494,7665,10
295494,7666,10
295494,7667,10
295494,7668,10
295494,7669,10
295494,7670,10
295494,7671,10
295494,7672,10
295494,7673,10
295494,7674,10
295494,7675,10
295494,7676,10
295494,7677,10
295494,16535,10
295494,43464,10
295494,43470,10
295494,43472,10
295494,43473,10
295494,43477,10
295494,233768,10
295494,233769,3
483016,615,3
483016,619,2
483016,4422,1
483016,4424,1
483016,7626,10
483016,7628,3
483016,7629,1
483016,7631,10
483016,7636,2
483016,7639,2
483016,7644,1
483016,7646,10
483016,7648,8
483016,7650,6
483016,7651,4
483016,7654,2
483016,7656,10
483016,7657,2
483016,7658,10
483016,7659,8
483016,7661,10
483016,7662,3
483016,7665,5
483016,7667,5
483016,7669,10
483016,7670,10
483016,7671,8
483016,7674,1
483016,7679,6
483016,7680,5
483016,64247,6
483016,64248,10
483016,64251,7
483016,64252,2
483016,64253,10
483016,64255,7
483016,156433,5
483016,156434,1
483016,156435,4
483016,161362,3
307330,622,10
307330,7626,10
307330,7627,10
307330,7628,10
307330,7629,10
307330,7630,10
307330,7631,10
307330,7632,10
307330,7633,10
307330,7634,10
307330,7635,10
307330,7636,10
307330,7637,10
307330,7638,10
307330,7639,10
307330,7640,10
307330,7641,10
307330,7643,10
307330,7645,10
307330,7646,10
307330,7648,4
307330,16535,10
307330,62140,10
307330,62141,10
307330,62142,10
307330,62143,10
307330,62144,10
307330,62145,10
307330,62146,10
307330,62147,10
307330,62149,10
307330,62150,10
307330,62151,10
307330,62152,10
307330,62153,10
307330,62154,10
307330,62155,10
307330,62156,10
307330,64195,10
307330,64196,10
307330,64197,10
307330,64198,10
307330,64199,10
493845,622,10
493845,16366,10
493845,16370,3
250640,733,7
275125,733,10
275125,734,6
279350,733,10
279350,734,10
279350,735,10
279350,736,10
279350,737,10
279350,738,10
279350,739,10
279350,740,10
279350,741,10
279350,742,10
279350,743,10
279350,744,10
279350,745,10
279350,746,9
279350,747,10
279350,748,10
279350,749,10
279350,750,10
279350,751,10
279350,752,10
279350,753,10
279350,754,9
279350,755,10
279350,756,10
279350,757,10
279350,758,10
279350,759,10
279350,760,10
279350,761,10
279350,762,10
279350,763,10
279350,764,8
279350,765,10
279350,766,10
279350,770,10
279350,771,8
279350,773,10
279350,774,10
279350,775,10
279350,776,10
279350,777,8
279350,778,10
279350,779,10
279350,780,10
279350,781,10
279350,782,10
279350,783,10
279350,784,9
279350,785,10
279350,786,10
279350,787,10
279350,788,10
279350,789,10
279350,790,10
279350,792,10
279350,793,10
279350,795,10
279350,796,10
282951,733,10
282951,734,10
282951,735,10
282951,736,10
282951,737,10
282951,738,10
282951,739,10
282951,740,10
282951,741,10
282951,742,10
282951,743,10
282951,744,10
282951,745,10
282951,746,10
282951,747,10
282951,748,10
282951,769,10
282951,771,10
282951,772,10
282951,773,10
282951,7626,10
282951,7637,10
287821,733,10
297418,733,6
297418,734,8
297838,733,8
297838,52609,2
306455,733,10
306455,734,10
306455,735,10
306455,736,10
306455,738,10
90904,733,2
105315,733,10
105315,734,10
105315,735,10
105315,736,10
105315,737,10
105315,738,10
105315,739,10
321687,733,10
109904,733,8
231976,733,10
231976,734,10
231976,736,1
231976,737,10
231976,738,10
363387,733,10
284292,733,9
284292,735,10
284292,750,10
284292,754,5
284292,755,10
284292,756,10
284292,757,10
284292,758,10
284292,759,10
284292,760,10
284292,761,10
284292,765,10
284292,767,10
284292,769,10
284292,771,10
284292,790,7
284292,798,10
284292,801,10
284292,805,9
284292,65427,10
284292,65431,10
284292,65432,10
284292,65433,10
427705,733,2
379487,733,10
482860,733,10
482860,7626,10
482860,183710,8
503424,733,10
322263,733,10
322263,734,10
322263,746,2
322263,774,6
322263,793,10
322263,794,10
322263,45042,10
322263,64216,10
322263,66521,10
322263,128684,10
322263,128685,10
322263,181492,6
322263,182546,9
492163,733,10
492163,734,10
492163,735,10
492163,736,10
492163,737,10
492163,738,10
492163,739,10
492163,740,10
492163,741,10
492163,742,10
492163,743,10
492163,744,10
492163,745,10
492163,746,10
492163,747,10
492163,748,10
492163,749,10
492163,750,10
492163,751,10
492163,752,10
492163,753,10
492163,754,10
492163,755,10
492163,756,10
492163,757,10
492163,758,10
492163,759,10
492163,760,10
492163,761,10
492163,762,10
492163,763,10
492163,764,10
492163,765,10
492163,766,10
492163,768,2
492163,770,10
492163,771,10
492163,772,10
492163,773,10
492163,798,1
492163,805,10
492163,65425,10
492163,65426,10
492163,65427,10
492163,65428,10
492163,65429,10
492163,65430,10
492163,66521,10
492163,126663,10
492163,128684,10
492163,128685,10
492163,128686,10
492163,128687,10
492163,128688,10
492163,128689,10
492163,128690,10
492163,128691,10
492163,150401,10
492163,150402,10
492163,181492,10
529866,734,10
402576,733,10
460979,179314,10
460979,181492,7
504395,736,10
504395,16367,5
504395,16370,10
504395,64188,1
563537,734,10
563537,735,10
563537,736,10
563537,737,10
563537,739,10
563537,813,10
563537,815,10
563537,816,10
563537,817,10
563537,818,10
563537,819,10
563537,12653,10
563537,12656,10
563537,12657,10
563537,12658,10
563537,12659,10
563537,12660,10
563537,12661,10
586586,733,10
586586,4403,10
586586,4404,10
586586,182545,10
261957,746,10
261957,789,10
261957,899,1
261957,941,6
261957,4418,10
261957,15256,10
261957,64216,10
261957,65431,10
261957,65432,10
261957,65433,10
261957,66521,10
261957,128684,7
261957,128685,4
261957,128686,9
261957,128689,10
261957,128690,3
261957,181492,10
261957,317415,10
604968,733,10
604968,764,10
604968,765,10
604968,766,10
604968,770,10
604968,772,10
604968,773,10
604968,798,10
604968,799,10
604968,800,10
604968,801,10
604968,802,10
604968,805,10
604968,806,10
604968,807,10
604968,808,10
307569,734,10
307569,735,10
307569,736,10
307569,737,10
307569,738,10
307569,739,10
307569,740,10
307569,745,8
307569,750,10
307569,751,10
307569,752,4
307569,7651,10
307569,12655,10
307569,12656,10
307569,12679,10
307569,12680,10
307569,12702,10
307569,64260,10
307569,65425,10
307569,65426,10
307569,65427,10
307569,65428,10
307569,65429,10
110754,735,10
110754,4421,10
110754,181492,10
604039,735,10
604039,751,10
604039,752,10
604039,753,10
604039,754,10
604039,755,10
604039,756,10
604039,757,10
604039,758,10
604039,759,10
604039,760,10
604039,761,10
604039,762,10
604039,763,10
604039,764,10
604039,765,10
604039,766,10
604039,767,10
604039,768,10
604039,769,10
604039,770,10
604039,771,10
604039,772,10
604039,773,10
604039,789,10
604039,790,10
604039,791,10
604039,792,10
604039,793,10
604039,795,10
604039,796,10
604039,797,10
604039,809,10
604039,810,10
604039,811,10
604039,812,10
604039,15256,10
604039,15257,10
604039,15258,10
604039,15259,10
604039,16366,10
604039,16367,10
604039,16368,10
604039,16369,10
604039,16370,10
